t1location...1,t1emotions_1,t1emotions_2,t1emotions_3,t1emotions_4,t1emotions_5,t1emotions_6,t1emotions_7,t1emotions_8,t1emotions_9,t1emotions_10,t1emotions_11,t1emotions_12,t1emotions_13,t1emotions_14,t1emotions_15,t1jobsa_1,t1jobstr_1,t1jobstr_2,t1jobstr_3,t1jobstr_4,t1jobstr_5,t1jobstr_6,t1jobsa_2,t1jobsa_3,t1wofa_1,t1wofa_2,t1wofa_3,t1threat_1,t1threat_2,t1threat_3,t2jobsa_1,t2jobstr_1,t2jobstr_2,t2jobstr_3,t2jobstr_4,t2jobstr_5,t2jobstr_6,t2jobsa_2,t2jobsa_3,t2threatlast_1,t2threatlast_2,t2threatlast_3,t2emotionslast_1,t2emotionslast_2,t2emotionslast_3,t2emotionslast_4,t2emotionslast_5,t2emotionslast_6,t2emotionslast_7,t2emotionslast_8,t2emotionslast_9,t2threat_1,t2threat_2,t2threat_3,t3jobsa_1,t3jobstr_1,t3jobstr_2,t3jobstr_3,t3jobstr_4,t3jobstr_5,t3jobstr_6,t3jobsa_2,t3jobsa_3,t3threatlast_1,t3threatlast_2,t3threatlast_3,t3emotionslast_1,t3emotionslast_2,t3emotionslast_3,t3emotionslast_4,t3emotionslast_5,t3emotionslast_6,t3emotionslast_7,t3emotionslast_8,t3emotionslast_9,t3threat_1,t3threat_2,t3threat_3,t1occ,t1found,t1own,t1location...83,t1age_1,t1gender,t1lang,t1edu,t1preocc,t1evcat_,t1evdes_,t1novel_,t1disrup_,t1perfo_,t1probsolv_,t1copeact1_,t1copeact2_,t1copeplan1_,t1copeplan2_,t1coperefram1_,t1coperefram2_,t1copeaccept1_,t1copeaccept2_,t1copehumor1_,t1copehumor2_,t1copeemosup1_,t1copeemosup2_,t1copeinssup1_,t1copeinssup2_,t1copedistr1_,t1copedistr2_,t1copedenial1_,t1copedenial2_,t1copevent1_,t1copevent2_,t1copediseng1_,t1copediseng2_,t1copeblame1_,t1copeblame2_,t2evcat_,t2evdes_,t2novel_,t2disrup_,t2perfo_,t2copeact1_,t2copeact2_,t2copeplan1_,t2copeplan2_,t2coperefram1_,t2coperefram2_,t2copeaccept1_,t2copeaccept2_,t2copehumor1_,t2copehumor2_,t2copeemosup1_,t2copeemosup2_,t2copeinssup1_,t2copeinssup2_,t2copedistr1_,t2copedistr2_,t2copedenial1_,t2copedenial2_,t2copevent1_,t2copevent2_,t2copediseng1_,t2copediseng2_,t2copeblame1_,t2copeblame2_,t3evcat_,t3evdes_,t3novel_,t3disrup_,t3perfo_,t3copeact1_,t3copeact2_,t3copeplan1_,t3copeplan2_,t3coperefram1_,t3coperefram2_,t3copeaccept1_,t3copeaccept2_,t3copehumor1_,t3copehumor2_,t3copeemosup1_,t3copeemosup2_,t3copeinssup1_,t3copeinssup2_,t3copedistr1_,t3copedistr2_,t3copedenial1_,t3copedenial2_,t3copevent1_,t3copevent2_,t3copediseng1_,t3copediseng2_,t3copeblame1_,t3copeblame2_,t1timebuiss
3,4,2,2,3,3,4,4,4,1,1,1,1,1,3,3,0.8273096132809177,1,1,1,2,1,1,0.7034950964436075,0.3077985834647282,3,2,2,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,3,3,2,3,2,NA,1,"I am teaching pupils who are between 12 and 19 years old. Sometimes they spontaneously cancel classes. I encounter this a problem since I am organizing and structuring the lessons quite well while also writing my bachelor thesis at the moment. Therefore, this causes stress for me and the business.",4,4,5,2,4,2,4,4,1,1,4,1,2,2,4,4,4,4,3,3,2,1,2,3,1,1,4,4,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-214
3,4,2,2,3,4,4,3,4,2,2,4,1,3,2,3,0.8273096132809177,2,1,1,3,2,1,0.9446934152242731,0.5786445402652052,2,2,2,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,3,4,1,3,6,NA,1,Lieferanten waren sehr unzuverlässig,2,4,4,4,4,4,4,3,2,2,4,2,1,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,974
3,1,1,1,1,1,4,4,3,1,1,4,1,4,1,1,-2.657952161817417,1,1,1,1,4,3,-0.9848931350210511,-0.7755852437371799,2,3,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,7,2,3,4,NA,1,"A client is asking for a LOGO idea. But my work is not entirely aligned with their expectations. My design concept is usually abstract and contemporary, whereas the client wanted something more commercial-looking.",5,3,3,3,3,3,2,2,4,3,4,4,3,3,4,4,2,2,3,2,1,1,2,2,2,2,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334
1,1,2,1,1,1,2,1,2,3,3,1,1,3,2,1,-0.3344443117518606,1,1,1,1,1,1,0.6070157689313413,1.0119980711459684,2,2,1,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,1,9,2,1,4,NA,1,My partner told me that he no longer can take responsibility for things to do for our brand. This means that i have to take everything on myself. It was also hard to feel that he is letting go in a way of something we've built together.,1,4,4,4,2,2,2,2,4,3,4,4,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
3,4,2,1,1,4,5,3,4,2,4,3,2,4,3,3,-0.3344443117518606,1,2,1,2,1,1,0.028139803857744082,0.416136966184919,2,2,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,2,1,1,1,1,4,2,4,2,NA,NA,NA,3,1,2,3,5,1,3,4,NA,1,"Certain colleagues do not do their part in projects, causing delays and overall tensions with the coworkers",4,3,2,2,2,2,1,2,1,1,3,3,3,3,3,3,2,2,3,2,1,1,1,2,2,1,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,912
3,3,3,3,3,4,4,3,3,3,2,1,1,1,1,1,0.8273096132809177,2,1,3,4,4,3,-0.11657918741065523,-0.3422317128564166,3,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,3,3,2,1,2,NA,1,Issues with legal documents that postpone important due dates,2,4,3,2,3,4,2,2,4,3,2,2,1,2,1,3,2,2,3,3,1,1,1,1,1,1,1,2,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-245
1,4,3,1,2,3,4,2,4,1,1,1,1,2,1,1,0.8273096132809177,1,1,1,2,1,1,-0.020099859898389024,0.8494904970656822,2,2,2,3,4,4,1.1097419040461884,1,1,1,3,2,1,-0.04159486595109743,0.47412853901984797,4,4,3,4,3,1,1,4,5,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,7,1,3,4,NA,1,Manufacturing communication problems and delays.,4,2,4,2,2,2,2,3,2,1,3,2,2,2,1,3,1,1,1,1,1,1,1,4,1,1,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,4,3,3,3,3,4,4,4,4,4,1,3,3,3,3,-1.496198236784639,3,4,4,3,4,3,-0.5507361612158532,-1.0464312005376568,2,3,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,4,2,3,3,NA,1,work with other people,3,4,4,3,3,3,3,3,3,2,4,3,1,2,4,3,3,4,2,3,1,2,3,3,3,1,4,3,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,4,3,3,3,3,3,1,4,3,1,3,1,3,3,3,0.8273096132809177,NA,1,NA,NA,1,NA,-0.50249649745972,1.1203364538661593,2,2,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,21,2,3,2,NA,1,Lost money,2,2,1,3,4,4,4,3,3,4,4,4,1,3,3,4,4,4,3,3,1,2,2,2,3,2,4,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-184
1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,0.8273096132809177,1,1,1,1,2,1,1.1858917340049386,0.8494904970656822,4,4,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,16,1,3,6,NA,1,The customer was not happy with he's pasta. It was an opinion problem. He said the chicken was too dry and wanted hes money back.,2,3,2,5,2,3,1,1,3,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943
3,4,3,2,2,4,5,1,5,4,4,1,2,4,2,3,-0.3344443117518606,1,1,1,3,2,1,-0.50249649745972,0.5786445402652052,2,2,2,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,3,6,1,3,4,NA,1,I had a discussion with my colleague about our working hours. We had different ideas about the time we wanted to spend in our label.,3,3,4,4,4,4,4,4,4,3,4,3,2,2,3,3,3,3,3,3,1,2,2,3,3,1,3,3,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304
3,4,1,4,1,4,4,1,1,1,1,1,1,1,1,1,-1.496198236784639,1,1,1,1,1,1,-0.454256833703587,-1.1006003918977523,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,4,1,4,1,3,3,1,2,1,NA,NA,NA,-1.7638342073763935,1,1,1,1,1,1,-1.2215074985458114,-1.1517083059890625,1,2,2,4,1,4,1,4,4,1,1,1,NA,NA,NA,1,1,2,3,19,1,1,5,NA,1,Problem: Outbreak limiting the movement of agents.,1,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2616
1,2,2,2,2,2,5,4,4,2,2,1,4,4,4,2,-0.3344443117518606,1,1,1,1,1,1,0.1246191313700103,0.7953213057055868,4,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,5,1,3,2,NA,1,Unsuccesful sales talk with potential client,4,3,3,4,4,3,4,3,2,3,4,2,2,1,2,2,4,3,3,3,1,1,1,3,1,1,2,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-184
3,4,3,3,1,1,4,1,4,3,4,1,1,1,1,1,0.8273096132809177,1,1,1,2,2,1,0.5105364414190752,1.1203364538661593,1,2,1,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,21,1,3,4,NA,1,colleagues quits suddenly and leaved the company,3,4,3,5,3,4,1,1,4,4,3,4,2,2,4,4,3,3,1,1,1,1,2,3,1,1,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790
3,1,4,1,1,1,4,1,3,1,1,1,1,1,5,1,0.8273096132809177,1,1,1,3,1,1,0.9446934152242731,1.0119980711459684,4,5,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,4,5,4,4,1,4,4,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,3,34,2,3,2,NA,1,"Customers do not abide by Corona rules must be constantly admonished that food & drinks are not to be consumed outside the cafe. In the event of a complaint, a heavy fine may be imposed.",5,4,2,4,3,3,4,4,4,3,2,3,4,4,3,3,1,1,2,2,1,2,3,1,1,1,1,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,609
3,3,2,1,1,1,5,3,5,1,3,1,1,1,2,3,-0.3344443117518606,2,1,1,2,1,1,-0.9848931350210511,0.5786445402652052,2,2,2,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,2,3,3,1,2,4,2,4,1,NA,NA,NA,0.5039526306789699,1,1,1,2,1,1,-0.5257120879817415,-0.03715188083835692,2,2,2,1,1,1,1,1,2,1,2,1,NA,NA,NA,1,2,2,3,6,1,1,2,NA,1,A customer relocating half of our contracted work,2,3,5,1,3,4,4,3,1,2,2,2,2,2,2,2,2,2,3,2,1,1,1,2,2,1,2,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7364
3,2,3,4,4,1,1,3,1,4,1,1,1,1,1,1,-0.3344443117518606,1,1,1,2,2,2,0.9446934152242731,1.0661672625060639,3,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,1,3,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,15,2,3,4,NA,1,I played a Video streaming concert and the people from the location secretly continued filming after the concert and wanted to publish me singing other stuff for fun without my permission. I wasn‘t sure if this was good enough.,4,4,2,5,4,3,4,2,3,3,3,3,2,2,4,4,1,2,2,1,1,1,1,2,1,1,2,2,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1155
3,2,2,1,1,2,2,1,2,1,2,1,1,2,1,1,-0.3344443117518606,1,1,1,1,1,1,0.9446934152242731,0.8494904970656822,2,4,4,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,7,2,3,4,NA,1,"to have miscalculated something, Account needs to be topped up again",2,4,3,3,3,4,4,4,2,2,1,1,1,1,3,3,2,2,3,3,3,2,2,2,1,1,2,2,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212
3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8273096132809177,2,1,1,1,1,1,1.427090052785604,0.686982922985396,2,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,41,2,3,4,NA,1,Clients don't accept the common conditions of the setting.,2,4,3,5,3,3,3,4,1,4,4,1,1,1,3,4,3,2,3,3,1,1,1,2,1,1,2,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2892
3,3,2,5,2,3,2,4,1,2,3,5,4,3,3,4,-0.3344443117518606,2,1,2,2,2,2,-0.9848931350210511,0.03695262666425119,3,2,2,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,3,11,1,3,4,NA,1,"I had a problem when pitching the project to a potential investor. We had not yet acquired a patent for the software, as this is very difficult, and the investor misunderstood our request and offered a collaboration instead of financial aid. This made us afraid that he my raise claims.",2,5,4,2,4,4,4,2,2,2,2,1,1,1,2,2,4,4,1,1,1,1,2,2,1,1,2,2,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-244
3,3,4,1,3,3,4,1,4,1,4,3,3,4,4,4,-2.657952161817417,3,2,2,2,2,1,-0.9848931350210511,-0.8297544350972752,2,2,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,30,1,3,4,NA,1,A contact has turned down to take over the business,1,4,4,1,3,2,3,4,3,2,3,3,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,3,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,974
3,3,4,4,4,4,4,4,4,3,4,2,1,2,3,3,0.8273096132809177,1,1,1,1,1,2,0.462296777662942,0.5786445402652052,2,2,2,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,41,1,3,2,NA,1,Due to a lack of sales we have used up a part of the capital,3,4,5,4,4,4,4,4,3,4,3,1,1,1,3,4,3,3,2,3,1,1,2,3,2,4,4,2,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,821
2,1,2,2,2,2,3,2,2,1,1,2,1,1,1,1,-0.3344443117518606,2,3,2,2,2,2,-0.6954551524842525,-2.2381534104597556,3,4,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,3,3,2,2,NA,1,had an argument with a client,4,2,4,4,2,3,2,2,3,2,2,3,3,3,2,2,2,2,3,3,2,2,2,2,3,2,3,3,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1310
1,2,2,3,3,4,3,3,3,NA,3,NA,NA,NA,NA,NA,-0.3344443117518606,3,NA,3,NA,3,NA,-1.1778517900455836,-1.208938774617943,2,2,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,2,2,2,2,NA,1,"contract was terminated, but operations went on without legal basis",1,3,4,1,3,2,3,2,3,2,4,3,3,3,3,3,3,NA,3,3,3,3,3,3,3,3,3,3,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608
